[2025-02-10T21:02:09.687+0400][0.002s][info][gc] Using G1
[2025-02-10T21:02:09.688+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T21:02:09.688+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T21:02:09.688+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T21:02:45.107+0400][35,421s][info ][gc] GC(52) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,958ms
[2025-02-10T21:02:45.813+0400][36,128s][info ][gc] GC(53) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,047ms
[2025-02-10T21:02:46.520+0400][36,834s][info ][gc] GC(54) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,997ms
[2025-02-10T21:02:47.226+0400][37,540s][info ][gc] GC(55) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,064ms
[2025-02-10T21:02:47.933+0400][38,247s][info ][gc] GC(56) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,036ms
[2025-02-10T21:02:48.639+0400][38,953s][info ][gc] GC(57) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,952ms
[2025-02-10T21:02:49.346+0400][39,660s][info ][gc] GC(58) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,998ms
[2025-02-10T21:02:50.052+0400][40,366s][info ][gc] GC(59) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,959ms
[2025-02-10T21:02:50.758+0400][41,072s][info ][gc] GC(60) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,962ms
[2025-02-10T21:02:51.464+0400][41,778s][info ][gc] GC(61) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,994ms
[2025-02-10T21:02:52.170+0400][42,485s][info ][gc] GC(62) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,081ms
[2025-02-10T21:02:52.876+0400][43,191s][info ][gc] GC(63) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,115ms
[2025-02-10T21:02:53.583+0400][43,897s][info ][gc] GC(64) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,977ms
[2025-02-10T21:02:54.290+0400][44,604s][info ][gc] GC(65) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,947ms
[2025-02-10T21:02:54.996+0400][45,310s][info ][gc] GC(66) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,774ms
[2025-02-10T21:02:55.702+0400][46,016s][info ][gc] GC(67) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,984ms
[2025-02-10T21:02:56.408+0400][46,723s][info ][gc] GC(68) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,955ms
[2025-02-10T21:02:57.114+0400][47,429s][info ][gc] GC(69) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,962ms
[2025-02-10T21:02:57.821+0400][48,135s][info ][gc] GC(70) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,857ms
[2025-02-10T21:02:58.527+0400][48,842s][info ][gc] GC(71) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,092ms
[2025-02-10T21:02:59.234+0400][49,548s][info ][gc] GC(72) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,964ms
[2025-02-10T21:02:59.941+0400][50,255s][info ][gc] GC(73) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,009ms
[2025-02-10T21:03:00.648+0400][50,962s][info ][gc] GC(74) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,026ms
[2025-02-10T21:03:01.353+0400][51,668s][info ][gc] GC(75) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,976ms
[2025-02-10T21:03:02.060+0400][52,374s][info ][gc] GC(76) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,805ms
[2025-02-10T21:03:02.765+0400][53,080s][info ][gc] GC(77) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,927ms
[2025-02-10T21:03:03.472+0400][53,786s][info ][gc] GC(78) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,931ms
[2025-02-10T21:03:04.178+0400][54,492s][info ][gc] GC(79) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,889ms
[2025-02-10T21:03:04.884+0400][55,198s][info ][gc] GC(80) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,032ms
[2025-02-10T21:03:05.591+0400][55,905s][info ][gc] GC(81) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,970ms
[2025-02-10T21:03:06.298+0400][56,612s][info ][gc] GC(82) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,055ms
[2025-02-10T21:03:07.004+0400][57,318s][info ][gc] GC(83) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,866ms
[2025-02-10T21:03:07.711+0400][58,025s][info ][gc] GC(84) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,381ms
[2025-02-10T21:03:08.417+0400][58,731s][info ][gc] GC(85) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,933ms
[2025-02-10T21:03:09.124+0400][59,438s][info ][gc] GC(86) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,286ms
[2025-02-10T21:03:09.831+0400][60,145s][info ][gc] GC(87) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,959ms
[2025-02-10T21:03:10.536+0400][60,850s][info ][gc] GC(88) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,957ms
[2025-02-10T21:03:11.242+0400][61,556s][info ][gc] GC(89) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,918ms
[2025-02-10T21:03:11.948+0400][62,262s][info ][gc] GC(90) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,963ms
[2025-02-10T21:03:12.654+0400][62,968s][info ][gc] GC(91) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,021ms
[2025-02-10T21:03:13.361+0400][63,675s][info ][gc] GC(92) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,925ms
[2025-02-10T21:03:14.067+0400][64,382s][info ][gc] GC(93) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,049ms
[2025-02-10T21:03:14.774+0400][65,088s][info ][gc] GC(94) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,917ms
[2025-02-10T21:03:15.480+0400][65,795s][info ][gc] GC(95) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,006ms
[2025-02-10T21:03:16.187+0400][66,501s][info ][gc] GC(96) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,019ms
[2025-02-10T21:03:16.893+0400][67,207s][info ][gc] GC(97) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,055ms
[2025-02-10T21:03:17.599+0400][67,913s][info ][gc] GC(98) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,918ms
[2025-02-10T21:03:18.305+0400][68,620s][info ][gc] GC(99) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,946ms
[2025-02-10T21:03:19.012+0400][69,327s][info ][gc] GC(100) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,420ms
[2025-02-10T21:03:19.719+0400][70,033s][info ][gc] GC(101) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,015ms
[2025-02-10T21:03:20.425+0400][70,739s][info ][gc] GC(102) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,826ms
[2025-02-10T21:03:21.131+0400][71,445s][info ][gc] GC(103) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,864ms
[2025-02-10T21:03:21.837+0400][72,151s][info ][gc] GC(104) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,971ms
[2025-02-10T21:03:22.543+0400][72,858s][info ][gc] GC(105) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,882ms
[2025-02-10T21:03:23.251+0400][73,565s][info ][gc] GC(106) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,937ms
[2025-02-10T21:03:23.957+0400][74,271s][info ][gc] GC(107) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,906ms
[2025-02-10T21:03:24.664+0400][74,978s][info ][gc] GC(108) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,296ms
[2025-02-10T21:03:25.371+0400][75,685s][info ][gc] GC(109) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,392ms
[2025-02-10T21:03:26.077+0400][76,391s][info ][gc] GC(110) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,009ms
[2025-02-10T21:03:26.783+0400][77,097s][info ][gc] GC(111) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,016ms
[2025-02-10T21:03:27.490+0400][77,804s][info ][gc] GC(112) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,491ms
[2025-02-10T21:03:28.196+0400][78,510s][info ][gc] GC(113) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,936ms
