[2025-02-10T17:26:55.615+0400][0.001s][info][gc] Using G1
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T17:27:56.179+0400][60,566s][info ][gc] GC(77) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,256ms
[2025-02-10T17:27:57.004+0400][61,391s][info ][gc] GC(78) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,757ms
[2025-02-10T17:27:57.830+0400][62,217s][info ][gc] GC(79) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,877ms
[2025-02-10T17:27:58.655+0400][63,042s][info ][gc] GC(80) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,069ms
[2025-02-10T17:27:59.478+0400][63,865s][info ][gc] GC(81) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 3,402ms
[2025-02-10T17:28:00.305+0400][64,692s][info ][gc] GC(82) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,357ms
[2025-02-10T17:28:01.131+0400][65,518s][info ][gc] GC(83) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,763ms
[2025-02-10T17:28:01.960+0400][66,347s][info ][gc] GC(84) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,488ms
[2025-02-10T17:28:02.788+0400][67,174s][info ][gc] GC(85) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,272ms
[2025-02-10T17:28:03.616+0400][68,002s][info ][gc] GC(86) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,876ms
[2025-02-10T17:28:04.440+0400][68,827s][info ][gc] GC(87) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,691ms
[2025-02-10T17:28:05.265+0400][69,652s][info ][gc] GC(88) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,879ms
